id_unn;id_fil;id_mes;target_sales_store_1;target_sales_store_2
1;3;202206;20043912,9;20852970,2
1;30;202206;11000958,0;11369668,9
1;27;202206;2239949,1;2385450,8
1;34;202206;2963191,6;3142893,5
1;29;202206;1756896,9;1940211,5
1;8;202206;3129565,2;3305103,8
1;37;202206;2561241,7;2712912,9
1;23;202206;3211613,9;3491476,0
1;55;202206;2664832,5;2877096,5
1;66;202206;2589320,2;2749788,7
1;71;202206;3801287,5;4042491,4
1;74;202206;2753542,5;2917619,6
1;9;202206;3403574,1;3562062,5
1;64;202206;5186509,5;5398658,4
1;72;202206;1769347,3;1889368,6
1;26;202206;5086230,9;5315377,5
1;28;202206;4162333,9;4357364,6
1;22;202206;2297979,5;2435548,8
1;40;202206;4614239,0;4824632,1
1;43;202206;3048161,6;3215522,1
1;73;202206;2023411,8;2171540,4
1;51;202206;3337649,0;3519417,3
1;39;202206;1890094,6;2037586,5
1;70;202206;1562734,7;1664821,7
1;25;202206;6555294,5;6859351,4
1;1;202207;4642201,7;4837181,9
1;75;202207;1874085,6;1972925,6
1;24;202207;9892395,1;10223747,1
1;57;202207;2519097,2;2679760,8
1;31;202207;2422015,8;2604467,8
1;48;202207;2111110,5;2228661,5
1;52;202207;1819305,6;1936776,5
1;56;202207;3342690,1;3506671,9
1;36;202207;3319405,9;3511516,2
1;38;202207;2579068,3;2710469,8
1;32;202207;3611356,2;3822262,8
1;19;202207;8833052,9;9109494,2
1;12;202207;5721076,2;5936721,9
1;54;202207;2425569,5;2600425,7
1;3;202207;21506958,2;22316015,5
1;30;202207;11526401,7;11895112,7
1;27;202207;2627568,6;2773070,3
1;34;202207;2821992,6;3001694,4
1;29;202207;1858916,2;2042230,7
1;8;202207;3658262,1;3833800,7
1;37;202207;2786935,3;2938606,5
1;23;202207;3567477,6;3847339,7
1;55;202207;3316455,7;3528719,7
1;66;202207;2816882,6;2977351,1
1;71;202207;4081324,4;4322528,3
1;74;202207;2996113,1;3160190,2
1;9;202207;3343614,4;3502102,8
1;64;202207;5938564,4;6150713,3
1;72;202207;1923830,3;2043851,6
1;26;202207;5087443,6;5316590,2
1;28;202207;4528004,3;4723035,0
1;22;202207;2500391,3;2637960,5
1;40;202207;4602739,1;4813132,2
1;43;202207;3480904,2;3648264,7
1;73;202207;2086870,4;2234998,9
1;51;202207;3633550,0;3815318,3
1;39;202207;2048221,3;2195713,2
1;70;202207;1699584,7;1801671,7
1;25;202207;7398916,6;7702973,5
1;1;202208;4495813,3;4690793,5
1;75;202208;1769984,2;1868824,2
1;24;202208;8520087,1;8851439,1
1;57;202208;2171458,1;2332121,6
1;31;202208;2655032,9;2837484,9
1;48;202208;2048049,2;2165600,3
1;52;202208;1843425,7;1960896,7
1;56;202208;3089112,0;3253093,8
1;36;202208;3204292,7;3396403,1
1;38;202208;2498575,5;2629977,0
1;32;202208;3747034,4;3957941,0
1;19;202208;8982738,6;9259179,9
1;12;202208;5539885,7;5755531,4
1;54;202208;2533122,8;2707979,0
1;3;202208;22698062,0;23507119,4
1;30;202208;12295996,8;12664707,8
1;27;202208;2066273,5;2211775,2
1;34;202208;2738041,7;2917743,5
1;29;202208;1872586,2;2055900,7
1;8;202208;3165843,7;3341382,3
1;37;202208;2700263,0;2851934,2
1;23;202208;3289116,3;3568978,4
1;55;202208;3328769,5;3541033,5
1;66;202208;2661499,9;2821968,4
1;71;202208;3650081,8;3891285,7
1;74;202208;2902898,3;3066975,4
1;9;202208;2881277,3;3039765,8
1;64;202208;5609082,3;5821231,1
1;72;202208;1864508,9;1984530,3
1;26;202208;5310464,3;5539611,0
1;28;202208;4388158,5;4583189,2
1;22;202208;2453544,6;2591113,9
1;40;202208;4838794,6;5049187,7
1;43;202208;3408507,5;3575868,0
1;73;202208;2059426,5;2207555,0
1;51;202208;3228805,3;3410573,6
1;39;202208;1988423,5;2135915,4
1;70;202208;1549848,7;1651935,7
1;25;202208;6973842,1;7277899,0
1;1;202209;4548283,9;4743264,1
1;75;202209;1693342,4;1792182,4
1;24;202209;8886362,6;9217714,6
1;57;202209;2320282,7;2480946,3
1;31;202209;2685548,5;2868000,6
1;48;202209;2070629,1;2188180,2
1;52;202209;1905244,3;2022715,3
1;56;202209;3183555,3;3347537,1
1;36;202209;3252117,1;3444227,5
1;38;202209;2527393,3;2658794,8
1;32;202209;3388314,4;3599221,0
1;19;202209;9690566,5;9967007,8
1;12;202209;5604817,1;5820462,8
1;54;202209;2373239,0;2548095,3
1;3;202209;21722220,5;22531277,9
1;30;202209;11290692,0;11659403,0
1;27;202209;2033176,1;2178677,8
1;34;202209;2819693,2;2999395,1
1;29;202209;1950941,4;2134256,0
1;8;202209;3074444,9;3249983,5
1;37;202209;2731297,7;2882968,9
1;23;202209;3429093,7;3708955,8
1;55;202209;3246486,5;3458750,5
1;66;202209;2760765,0;2921233,5
1;71;202209;3831474,7;4072678,6
1;74;202209;2936306,7;3100383,8
1;9;202209;3210670,3;3369158,7
1;64;202209;5460163,4;5672312,2
1;72;202209;1885747,9;2005769,3
1;26;202209;5928506,3;6157652,9
1;28;202209;4438299,4;4633330,1
1;22;202209;2450475,9;2588045,2
1;40;202209;4749862,9;4960256,0
1;43;202209;3386523,1;3553883,6
1;73;202209;2200622,7;2348751,3
1;51;202209;3563330,4;3745098,7
1;39;202209;2009897,0;2157388,9
1;70;202209;1665837,1;1767924,1
1;25;202209;7218060,3;7522117,2
1;1;202210;4901310,5;5096290,7
1;75;202210;1716464,7;1815304,7
1;24;202210;9940229,1;10271581,1
1;57;202210;2611140,5;2771804,0
1;31;202210;2919061,7;3101513,7
1;48;202210;2221075,4;2338626,5
1;52;202210;1965217,7;2082688,7
1;56;202210;3465792,0;3629773,8
1;36;202210;3499162,7;3691273,1
1;38;202210;2721554,9;2852956,4
1;32;202210;3809663,1;4020569,7
1;19;202210;9599008,5;9875449,8
1;12;202210;6041790,8;6257436,4
1;54;202210;2516483,8;2691340,1
1;3;202210;23166272,2;23975329,5
1;30;202210;12683336,1;13052047,1
1;27;202210;2291224,6;2436726,3
1;34;202210;2978951,7;3158653,5
1;29;202210;1859944,1;2043258,6
1;8;202210;3505233,5;3680772,1
1;37;202210;2940358,9;3092030,1
1;23;202210;3292813,2;3572675,3
1;55;202210;3661763,6;3874027,7
1;66;202210;2971798,9;3132267,4
1;71;202210;4034583,4;4275787,3
1;74;202210;3161105,5;3325182,6
1;9;202210;3550681,7;3709170,1
1;64;202210;5548971,4;5761120,3
1;72;202210;2028839,3;2148860,7
1;26;202210;5851090,8;6080237,4
1;28;202210;4773656,4;4968687,1
1;22;202210;2638186,0;2775755,2
1;40;202210;5110477,6;5320870,7
1;43;202210;3501810,1;3669170,6
1;73;202210;2588990,1;2737118,6
1;51;202210;3837696,2;4019464,5
1;39;202210;2166153,5;2313645,4
1;70;202210;1908044,3;2010131,3
1;25;202210;7539695,9;7843752,8
1;1;202211;4345345,3;4540325,5
1;75;202211;1654214,7;1753054,7
1;24;202211;9207252,6;9538604,6
1;57;202211;2552105,3;2712768,9
1;31;202211;2749800,7;2932252,7
1;48;202211;1785305,6;1902856,7
1;52;202211;1801447,2;1918918,2
1;56;202211;3195042,7;3359024,5
1;36;202211;3332774,7;3524885,1
1;38;202211;2259066,7;2390468,2
1;32;202211;3568164,5;3779071,1
1;19;202211;8863211,2;9139652,5
1;12;202211;5290864,1;5506509,7
1;54;202211;2436296,0;2611152,3
1;3;202211;21671514,5;22480571,8
1;30;202211;10960293,1;11329004,1
1;27;202211;2048934,2;2194435,9
1;34;202211;2833513,5;3013215,3
1;29;202211;1802561,0;1985875,6
1;8;202211;3249464,5;3425003,1
1;37;202211;2463430,4;2615101,6
1;23;202211;3245194,8;3525056,8
1;55;202211;3524710,8;3736974,8
1;66;202211;2664169,3;2824637,8
1;71;202211;3916852,6;4158056,5
1;74;202211;2793205,4;2957282,5
1;9;202211;3240660,6;3399149,1
1;64;202211;4788980,2;5001129,0
1;72;202211;1692448,9;1812470,3
1;26;202211;5426010,3;5655157,0
1;28;202211;4208078,7;4403109,4
1;22;202211;2450364,3;2587933,5
1;40;202211;4750382,0;4960775,1
1;43;202211;3296853,1;3464213,6
1;73;202211;2064160,1;2212288,6
1;51;202211;3651247,0;3833015,3
1;39;202211;2057887,4;2205379,3
1;70;202211;1609203,3;1711290,3
1;25;202211;6895903,4;7199960,3
1;1;202212;3571744,6;3766724,8
1;75;202212;1252900,8;1351740,8
1;24;202212;7198461,7;7529813,7
1;57;202212;2006452,0;2167115,6
1;31;202212;2140381,6;2322833,7
1;48;202212;1625866,4;1743417,4
1;52;202212;1592576,1;1710047,0
1;56;202212;2628783,2;2792765,0
1;36;202212;2589088,6;2781199,0
1;38;202212;1977464,5;2108866,1
1;32;202212;2811847,5;3022754,1
1;19;202212;6692107,4;6968548,7
1;12;202212;4390922,2;4606567,8
1;54;202212;1880862,5;2055718,8
1;3;202212;16988984,9;17798042,3
1;30;202212;8903021,7;9271732,7
1;27;202212;1674653,5;1820155,2
1;34;202212;2203026,6;2382728,4
1;29;202212;1458946,9;1642261,5
1;8;202212;2582019,7;2757558,3
1;37;202212;2140893,0;2292564,3
1;23;202212;2756860,5;3036722,6
1;55;202212;2606664,3;2818928,3
1;66;202212;2192310,4;2352778,9
1;71;202212;3100774,3;3341978,2
1;74;202212;2313333,3;2477410,4
1;9;202212;2543428,3;2701916,8
1;64;202212;3678770,2;3890919,0
1;72;202212;1480831,3;1600852,7
1;26;202212;4292312,4;4521459,1
1;28;202212;3494563,3;3689594,0
1;22;202212;1944848,0;2082417,3
1;40;202212;3751847,0;3962240,1
1;43;202212;2629035,3;2796395,9
1;73;202212;1809790,2;1957918,7
1;51;202212;2325529,2;2507297,6
1;39;202212;1605305,9;1752797,8
1;70;202212;1323983,4;1426070,4
1;25;202212;5533493,6;5837550,5
4;510248;202205;1207865,8;1269773,0
4;510639;202205;1146670,2;1223152,1
4;510752;202205;974763,6;1038119,2
4;510558;202205;1554305,5;1669912,6
4;510141;202205;602706,3;651427,5
4;510116;202205;490657,3;555253,0
4;510094;202205;1892695,8;2010997,0
4;510388;202205;273318,2;308351,7
4;510493;202205;1508334,5;1587217,6
4;510612;202205;769035,7;828959,5
4;510574;202205;2114339,5;2233683,9
4;510175;202205;1312051,8;1379231,7
4;510019;202205;6741436,7;7107119,8
4;510591;202205;652008,5;702972,8
4;510361;202205;619751,5;655732,0
4;510078;202205;2190495,4;2309265,2
4;510183;202205;669871,9;724646,0
4;510779;202205;1418147,4;1496509,7
4;510540;202205;1173493,9;1251985,6
4;510159;202205;975681,5;1035963,9
4;510281;202205;954943,5;1009711,4
4;510442;202205;2424865,3;2549813,2
4;510230;202205;676055,9;731675,9
4;510337;202205;443923,7;495299,7
4;510400;202205;1607295,0;1679978,5
4;510167;202205;994931,2;1059862,4
4;510531;202205;367592,4;406874,8
4;510248;202206;1111625,5;1173532,6
4;510639;202206;1106614,7;1183096,6
4;510752;202206;1063459,0;1126814,6
4;510558;202206;1645379,3;1760986,4
4;510141;202206;594189,9;642911,1
4;510116;202206;584595,8;649191,5
4;510094;202206;1838294,8;1956596,0
4;510388;202206;290505,3;325538,7
4;510493;202206;1468569,3;1547452,4
4;510612;202206;790276,8;850200,5
4;510574;202206;2149344,4;2268688,8
4;510175;202206;1361925,1;1429105,0
4;510019;202206;6700237,8;7065920,9
4;510591;202206;640677,0;691641,4
4;510361;202206;505901,5;541881,9
4;510078;202206;2118595,8;2237365,6
4;510183;202206;655176,1;709950,2
4;510779;202206;1358107,5;1436469,8
4;510540;202206;1178015,5;1256507,3
4;510159;202206;1000390,0;1060672,3
4;510281;202206;975060,6;1029828,5
4;510442;202206;2225384,6;2350332,5
4;510230;202206;675651,0;731270,9
4;510337;202206;621775,6;673151,6
4;510400;202206;1413039,5;1485722,9
4;510167;202206;1037355,6;1102286,8
4;510531;202206;404518,0;443800,4
4;510248;202207;1112099,1;1174006,3
4;510639;202207;1190494,7;1266976,5
4;510752;202207;1063667,9;1127023,5
4;510558;202207;1692486,0;1808093,1
4;510141;202207;586279,7;635000,9
4;510116;202207;554282,7;618878,4
4;510094;202207;1963353,7;2081654,9
4;510388;202207;324257,9;359291,4
4;510493;202207;1455192,6;1534075,7
4;510612;202207;756057,1;815980,9
4;510574;202207;2239674,9;2359019,3
4;510175;202207;1366703,3;1433883,2
4;510019;202207;7470668,8;7836351,9
4;510591;202207;779012,1;829976,5
4;510361;202207;585506,9;621487,3
4;510078;202207;2443538,7;2562308,5
4;510183;202207;705030,5;759804,6
4;510779;202207;1465645,0;1544007,3
4;510540;202207;1218435,1;1296926,9
4;510159;202207;1160340,6;1220623,0
4;510281;202207;939361,0;994128,9
4;510442;202207;2519529,6;2644477,5
4;510230;202207;755748,0;811367,9
4;510337;202207;577964,0;629340,0
4;510400;202207;1427885,9;1500569,4
4;510167;202207;1065256,9;1130188,1
4;510531;202207;437215,3;476497,7
4;510248;202208;1172371,3;1234278,5
4;510639;202208;1197094,9;1273576,7
4;510752;202208;996814,2;1060169,7
4;510558;202208;1747723,8;1863330,9
4;510141;202208;551998,4;600719,6
4;510116;202208;571272,6;635868,4
4;510094;202208;2058651,8;2176953,0
4;510388;202208;290932,2;325965,7
4;510493;202208;1554342,7;1633225,8
4;510612;202208;744697,6;804621,3
4;510574;202208;2247985,0;2367329,4
4;510175;202208;1469476,8;1536656,7
4;510019;202208;7262961,1;7628644,2
4;510591;202208;669783,4;720747,8
4;510361;202208;605359,8;641340,3
4;510078;202208;2425742,4;2544512,2
4;510183;202208;605949,6;660723,7
4;510779;202208;1443659,2;1522021,5
4;510540;202208;1190956,0;1269447,8
4;510159;202208;1070613,5;1130895,8
4;510281;202208;964965,9;1019733,8
4;510442;202208;2425009,4;2549957,3
4;510230;202208;755540,4;811160,4
4;510337;202208;460131,9;511507,9
4;510400;202208;1423821,8;1496505,2
4;510167;202208;1075262,3;1140193,5
4;510531;202208;395303,8;434586,2
4;510248;202209;1022182,1;1084089,3
4;510639;202209;1066481,9;1142963,7
4;510752;202209;983235,6;1046591,1
4;510558;202209;1616107,1;1731714,2
4;510141;202209;478732,4;527453,6
4;510116;202209;509700,8;574296,5
4;510094;202209;1758052,2;1876353,3
4;510388;202209;257776,6;292810,1
4;510493;202209;1408849,5;1487732,6
4;510612;202209;639433,8;699357,6
4;510574;202209;1994194,8;2113539,3
4;510175;202209;1246979,9;1314159,8
4;510019;202209;6380583,1;6746266,2
4;510591;202209;551354,4;602318,7
4;510361;202209;516471,1;552451,6
4;510078;202209;2195669,8;2314439,6
4;510183;202209;544395,1;599169,3
4;510779;202209;1363062,3;1441424,5
4;510540;202209;1108941,8;1187433,6
4;510159;202209;960382,4;1020664,8
4;510281;202209;835077,9;889845,8
4;510442;202209;2199847,9;2324795,8
4;510230;202209;690580,0;746199,9
4;510337;202209;466756,0;518132,0
4;510400;202209;1507733,4;1580416,9
4;510167;202209;965031,2;1029962,4
4;510531;202209;399282,9;438565,3
4;510248;202210;1211752,1;1273659,3
4;510639;202210;1166676,1;1243158,0
4;510752;202210;1023314,5;1086670,0
4;510558;202210;1831638,8;1947245,9
4;510141;202210;573476,2;622197,3
4;510116;202210;569311,0;633906,7
4;510094;202210;2066501,9;2184803,0
4;510388;202210;275296,8;310330,2
4;510493;202210;1543557,2;1622440,3
4;510612;202210;679723,5;739647,3
4;510574;202210;2338072,5;2457416,9
4;510175;202210;1467382,5;1534562,3
4;510019;202210;7431696,0;7797379,1
4;510591;202210;765631,7;816596,0
4;510361;202210;625915,2;661895,6
4;510078;202210;2541402,8;2660172,6
4;510183;202210;699809,6;754583,7
4;510779;202210;1528036,4;1606398,6
4;510540;202210;1288317,9;1366809,7
4;510159;202210;1120184,3;1180466,7
4;510281;202210;994632,5;1049400,4
4;510442;202210;2524580,9;2649528,8
4;510230;202210;785221,3;840841,2
4;510337;202210;581298,7;632674,7
4;510400;202210;1586829,1;1659512,5
4;510167;202210;1065361,6;1130292,8
4;510531;202210;454158,3;493440,7
4;510248;202211;1216446,5;1278353,7
4;510639;202211;1221114,5;1297596,3
4;510752;202211;1051664,2;1115019,7
4;510558;202211;1921060,0;2036667,1
4;510141;202211;564133,7;612854,8
4;510116;202211;564174,1;628769,8
4;510094;202211;2138662,0;2256963,1
4;510388;202211;295102,2;330135,7
4;510493;202211;1459235,4;1538118,5
4;510612;202211;724742,4;784666,2
4;510574;202211;2299309,3;2418653,8
4;510175;202211;1447532,1;1514712,0
4;510019;202211;7230919,3;7596602,4
4;510591;202211;671020,4;721984,7
4;510361;202211;616226,4;652206,8
4;510078;202211;2349086,0;2467855,8
4;510183;202211;711654,4;766428,6
4;510779;202211;1508477,1;1586839,4
4;510540;202211;1234040,7;1312532,4
4;510159;202211;1105296,6;1165579,0
4;510281;202211;994304,4;1049072,3
4;510442;202211;2509551,8;2634499,7
4;510230;202211;755296,1;810916,1
4;510337;202211;488301,0;539677,0
4;510400;202211;1643181,0;1715864,5
4;510167;202211;1060182,8;1125114,0
4;510531;202211;469288,1;508570,5
4;510248;202212;1117128,6;1179035,7
4;510639;202212;1126386,6;1202868,4
4;510752;202212;893132,7;956488,3
4;510558;202212;1850772,5;1966379,6
4;510141;202212;528847,5;577568,6
4;510116;202212;484484,3;549080,1
4;510094;202212;2178655,2;2296956,4
4;510388;202212;317088,8;352122,3
4;510493;202212;1338548,8;1417431,9
4;510612;202212;660212,2;720136,0
4;510574;202212;2224787,3;2344131,7
4;510175;202212;1347023,3;1414203,2
4;510019;202212;6625400,7;6991083,7
4;510591;202212;700297,2;751261,6
4;510361;202212;541046,7;577027,1
4;510078;202212;2253727,1;2372496,9
4;510183;202212;665062,6;719836,7
4;510779;202212;1438727,9;1517090,2
4;510540;202212;1105057,7;1183549,5
4;510159;202212;1010281,7;1070564,0
4;510281;202212;930111,7;984879,6
4;510442;202212;2359709,6;2484657,5
4;510230;202212;710997,3;766617,2
4;510337;202212;591486,7;642862,7
4;510400;202212;1807848,8;1880532,3
4;510167;202212;1044497,2;1109428,4
4;510531;202212;430604,3;469886,7
