962,03840986000104,1,962_WEBSERVICE1,ecomerce_comissaok,cli-ni=962#empresa=1,upload_LM
962;1;4288;7705;3770;132963,23;
962;1;4288;20491;3770;137058,37;
962;1;4288;23224;3770;149185,38;
962;1;4288;25178;3770;30097,08;
962;1;4288;25410;3771;23734,81;
962;1;4288;25345;3770;28571,32;
962;1;4288;26230;3770;92312,53;
962;1;4288;27242;3770;92077,61;
962;1;4288;27368;3770;25430,64;
962;1;4288;27359;3770;97310,11;
962;1;4288;27519;3771;12006,87;
962;1;4288;27641;3770;16229,48;
962;1;4288;28439;3770;53855,06;
962;1;4288;28440;3770;5919,97;
962;1;4288;28197;3770;42597,77;
962;1;4288;28615;3770;81881,08;
962;1;4288;28845;3770;16623,23;
962;1;4288;3402;3770;129183,81;
962;1;4288;29749;3770;133363,24;
962;1;4288;7788;3770;220511,56;
962;1;4288;1890;3770;418604,78;
962;1;4288;29735;3770;35360,12;
962;1;4288;10522;3770;530005,18;
962;1;4288;29872;3770;275,00;
962;1;4288;13170;3770;381787,63;
962;1;4288;10991;3770;270481,47;
962;1;4288;15947;3770;204342,49;
962;1;4288;15943;3770;185473,22;
962;1;4288;5988;3770;281036,58;
962;1;4288;621;3770;440461,61;
962;1;4288;4629;3770;225529,54;
962;1;4288;18740;3770;251781,80;
962;1;4288;20363;3770;411424,87;
962;1;4288;20322;3770;61751,25;
962;1;4288;22669;3770;118248,14;
962;1;4288;21361;3770;203788,15;
962;1;4288;22340;3770;350697,58;
962;1;4288;23849;3770;210351,00;
962;1;4288;24048;3770;307785,31;
962;1;4288;24814;3770;202187,88;
962;1;4288;25109;3770;23519,76;
962;1;4288;25183;3770;209325,81;
962;1;4288;24370;3770;207378,49;
962;1;4288;25272;3770;282231,82;
962;1;4288;25378;3770;189924,98;
962;1;4288;25430;3770;218347,79;
962;1;4288;23755;3770;88571,42;
962;1;4288;24937;3770;38051,37;
962;1;4288;24968;3770;321026,35;
962;1;4288;25616;3770;326042,86;
962;1;4288;23301;3770;221560,22;
962;1;4288;25587;3770;668,92;
962;1;4288;25602;3770;58344,14;
962;1;4288;25742;3771;4025,45;
962;1;4288;5586;3771;374,45;
962;1;4288;5216;3770;297061,39;
962;1;4288;450;3770;2270,70;
962;1;4288;5470;3770;205549,07;
962;1;4288;4066;3770;175900,57;
962;1;4288;2236;3770;273443,22;
962;1;4288;2120;3770;371645,09;
962;1;4288;13338;3770;417112,74;
962;1;4288;25264;3770;290003,17;
962;1;4288;26132;3770;349132,99;
962;1;4288;26139;3770;222431,13;
962;1;4288;24366;3770;713,11;
962;1;4288;20185;3770;203378,00;
962;1;4288;24798;3770;347067,92;
962;1;4288;26674;3770;290492,91;
962;1;4288;26798;3770;233096,60;
962;1;4288;25914;3770;171190,87;
962;1;4288;24063;3770;152140,87;
962;1;4288;20938;3770;174241,12;
962;1;4288;23753;3770;107475,54;
962;1;4288;27113;3770;40004,51;
962;1;4288;24059;3770;96420,58;
962;1;4288;25778;3770;30933,17;
962;1;4288;27532;3770;313249,17;
962;1;4288;27597;3770;73246,70;
962;1;4288;27630;3770;147896,19;
962;1;4288;27631;3770;254352,75;
962;1;4288;27683;3770;1778,70;
962;1;4288;27882;3771;17213,86;
962;1;4288;27879;3770;257489,57;
962;1;4288;27112;3771;435,61;
962;1;4288;28074;3770;166643,82;
962;1;4288;28084;3770;121529,37;
962;1;4288;28069;3770;3614,32;
962;1;4288;28147;3770;295711,01;
962;1;4288;28188;3770;312236,44;
962;1;4288;8850;3770;479617,74;
962;1;4288;28223;3770;129007,37;
962;1;4288;11799;3771;154,00;
962;1;4288;18073;3770;129219,82;
962;1;4288;18077;3770;62140,01;
962;1;4288;28276;3770;8893,74;
962;1;4288;28313;3770;141,70;
962;1;4288;28475;3770;361313,84;
962;1;4288;28488;3770;297858,30;
962;1;4288;28593;3770;218178,47;
962;1;4288;28590;3770;258324,61;
962;1;4288;28665;3770;136,23;
962;1;4288;28635;3770;116058,68;
962;1;4288;28187;3770;84882,55;
962;1;4288;27129;3771;239,48;
962;1;4288;25588;3770;64344,65;
962;1;4288;3985;3770;124912,65;
962;1;4288;2393;3770;206386,11;
962;1;4288;28484;3770;1785,79;
962;1;4288;29293;3771;28,50;
962;1;4288;29380;3770;163595,58;
962;1;4288;28870;3771;119,80;
962;1;4288;29527;3770;280190,39;
962;1;4288;28454;3770;5332,33;
962;1;4288;29607;3770;117729,83;
962;1;4288;5747;3771;390,06;
962;1;4288;28077;3770;150577,42;
962;1;4288;29860;3770;26545,91;
962;1;4288;29912;3770;19465,62;
962;1;4288;4181;3770;202713,45;
962;1;4288;6715;3770;297854,78;
962;1;4288;6954;3770;434822,24;
962;1;4288;131;3770;80448,28;
962;1;4288;5214;3770;19290,59;
962;1;4288;3547;3770;50633,42;
962;1;4288;6356;3770;318444,83;
962;1;4288;5847;3770;235867,32;
962;1;4288;9203;3770;292863,60;
962;1;4288;10880;3770;293544,79;
962;1;4288;16852;3770;99130,24;
962;1;4288;19461;3770;170868,59;
962;1;4288;19506;3771;1810,85;
962;1;4288;20039;3770;186572,88;
962;1;4288;20957;3770;237341,52;
962;1;4288;21949;3770;161399,23;
962;1;4288;24980;3770;95761,13;
962;1;4288;25360;3770;74657,75;
962;1;4288;25362;3770;123971,79;
962;1;4288;26050;3770;3987,65;
962;1;4288;26199;3770;58099,13;
962;1;4288;26590;3770;225790,61;
962;1;4288;17467;3770;195,60;
962;1;4288;27216;3770;147379,01;
962;1;4288;27215;3770;94775,91;
962;1;4288;27885;3770;114,30;
962;1;4288;27897;3770;5190,42;
962;1;4288;21168;3770;35,80;
962;1;4288;27568;3770;45410,91;
962;1;4288;17143;3770;2140,68;
962;1;4288;28348;3770;4384,67;
962;1;4288;28639;3770;5026,63;
962;1;4288;28825;3770;1398,96;
962;1;4288;21830;3770;34203,83;
962;1;4288;29310;3770;133664,00;
962;1;4288;5101;3770;132387,70;
962;1;4288;6113;3770;125057,38;
962;1;4288;10723;3770;147253,89;
962;1;4288;19416;3770;186940,25;
962;1;4288;20383;3770;76995,43;
962;1;4288;24014;3770;268981,75;
962;1;4288;25037;3770;50156,55;
962;1;4288;25138;3770;118233,55;
962;1;4288;28438;3770;203591,10;
962;1;4288;28682;3771;2721,38;
962;1;4288;24914;3770;184278,37;
962;1;4288;28641;3770;33855,98;
962;1;4288;14631;3770;209709,53;
962;1;4288;25734;3770;109180,93;
962;1;4288;27794;3770;147928,34;
962;1;4288;27390;3770;249952,81;
962;1;4288;17596;3770;96826,28;
962;1;4288;12646;3770;176572,15;
962;1;4288;29259;3770;65002,00;
962;1;4288;29630;3770;94890,58;
962;1;4288;26670;3770;62630,98;
962;1;4288;29899;3770;6866,44;
962;1;4288;2561;3770;74619,56;
962;1;4288;12672;3770;15084,46;
962;1;4288;990;3771;10928,60;
962;1;4288;21699;3770;163793,38;
962;1;4288;16565;3771;1694,84;
962;1;4288;22256;3770;166227,41;
962;1;4288;22774;3770;443146,84;
962;1;4288;6690;3770;263274,84;
962;1;4288;24245;3770;252440,83;
962;1;4288;16564;3770;441790,73;
